Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15
1570,43017,20,7,11,3,16,1,19,13,18,9,24,8,25,23,21
1571,43019,19,1,3,17,14,6,24,11,7,5,18,4,23,25,12
1572,43021,24,9,23,19,5,21,16,8,13,10,22,4,6,18,2
1573,43024,19,18,17,11,23,6,8,2,10,13,7,12,14,15,16
1574,43026,7,6,12,1,3,15,21,17,14,5,2,10,11,22,18
1575,43028,17,16,22,9,12,11,1,23,5,3,10,25,14,7,6
1576,43031,25,15,11,18,2,12,5,9,1,21,14,8,20,7,16
1577,43033,18,17,24,7,11,10,6,3,16,9,19,5,13,21,15
1578,43035,13,12,22,9,8,4,21,18,6,17,24,16,10,19,14
1579,43038,16,1,21,23,15,2,22,14,18,10,13,12,7,4,6
1580,43040,18,12,7,4,11,22,13,14,10,20,25,15,16,3,23
1581,43042,20,12,6,4,8,16,5,7,13,24,25,3,21,23,11
1582,43045,11,24,10,8,18,16,5,14,23,7,2,19,1,17,25
1583,43047,3,4,19,16,7,9,15,25,17,10,14,23,20,2,6
1584,43049,1,2,17,25,14,16,24,15,5,6,20,11,3,12,19
1585,43052,11,9,18,17,5,19,23,1,4,2,25,7,24,21,6
1586,43055,1,13,20,18,11,19,23,25,12,24,22,16,10,4,3
1587,43056,21,22,17,25,19,16,8,2,14,20,15,3,7,11,5
1588,43059,1,21,17,23,11,15,7,4,22,5,10,9,20,3,14
1589,43061,3,25,24,14,22,4,12,13,6,23,15,17,18,2,1
1590,43063,3,14,20,5,7,8,16,18,1,22,23,25,10,17,21
1591,43066,19,23,5,17,1,3,11,22,7,12,20,24,8,10,21
1592,43068,4,22,2,3,15,14,6,25,16,20,19,1,5,9,12
1593,43070,20,8,14,3,16,24,11,5,22,13,7,4,9,10,17
1594,43073,8,16,10,13,12,17,1,19,6,11,21,15,2,4,25
1595,43075,6,4,22,18,17,25,13,2,1,20,7,11,9,10,3
1596,43077,21,11,22,9,5,20,13,15,18,8,10,12,23,19,24
1597,43080,7,1,21,5,8,22,9,17,19,20,24,13,6,18,2
1598,43082,18,13,19,16,2,6,15,17,24,20,7,10,21,12,5
1599,43084,9,18,6,10,1,20,5,25,14,4,23,22,21,8,3
1600,43087,22,7,16,5,9,23,24,14,13,17,3,2,4,20,18
1601,43089,11,8,9,22,20,25,14,15,10,12,13,6,4,2,18
1602,43091,3,9,23,13,24,15,14,11,1,21,10,8,17,4,19
1603,43095,13,24,16,3,21,23,9,4,19,7,20,1,2,10,14
1604,43096,8,3,12,22,6,21,10,15,5,9,19,4,7,13,24
1605,43098,17,21,14,11,16,19,4,8,10,18,25,5,9,23,2
1606,43102,1,20,22,14,8,3,19,10,9,23,7,15,5,11,25
1607,43103,14,18,9,15,24,6,3,7,11,1,12,17,8,2,13
1608,43105,5,1,14,10,17,6,20,25,3,2,18,9,22,23,21
1609,43108,14,6,21,5,18,8,20,17,24,25,7,23,11,9,13
1610,43110,24,21,16,11,20,17,13,6,22,10,19,14,3,7,9
1611,43112,6,3,14,22,10,11,15,8,12,4,7,1,9,20,24
1612,43115,14,2,12,7,15,21,3,18,25,23,5,22,11,4,24
1613,43117,2,3,21,1,8,18,14,9,17,6,4,13,19,16,10
1614,43119,19,13,14,1,2,9,17,16,15,3,21,10,7,12,23
1615,43122,6,10,20,9,16,4,21,17,25,2,5,1,19,11,7
1616,43124,17,10,8,23,11,13,4,16,18,14,22,24,1,2,5
1617,43126,8,12,25,6,13,9,22,7,20,5,10,23,14,15,2
1618,43129,19,1,25,8,3,4,20,14,10,24,5,17,9,13,16
1619,43131,15,24,7,4,16,8,17,13,11,21,22,10,18,5,25
1620,43133,20,4,11,1,10,13,9,21,14,18,12,2,25,24,7
1621,43136,18,21,24,10,19,8,13,23,22,2,6,14,3,4,9
1622,43138,18,16,9,1,20,11,23,17,22,2,3,24,8,4,25
1623,43140,17,4,13,10,2,7,8,1,20,3,19,24,14,11,6
1624,43145,20,1,18,17,14,15,16,9,11,24,6,23,2,8,7
1625,43147,8,19,13,3,20,21,2,17,24,10,12,16,22,18,6
1626,43150,1,20,11,16,15,17,24,10,8,13,9,7,3,21,4
1627,43152,20,17,13,4,3,24,11,6,21,2,14,9,8,15,12
1628,43154,9,22,20,17,16,19,11,6,1,24,23,3,25,12,18
1629,43157,12,1,15,6,24,2,5,25,14,7,10,18,9,3,22
1630,43159,8,9,23,25,22,17,3,15,14,13,20,12,7,5,10
1631,43161,23,11,22,4,10,18,12,20,19,5,2,14,9,25,3
1632,43164,23,4,25,22,8,21,5,16,18,13,20,12,24,15,14
1633,43166,7,19,9,18,20,23,6,25,1,24,17,10,3,2,5
1634,43168,3,9,7,4,14,25,21,13,5,19,10,24,22,15,6
1635,43171,21,19,12,25,1,16,15,3,6,8,17,23,24,22,7
1636,43173,14,12,3,7,9,8,18,25,2,19,20,6,22,15,13
1637,43175,18,5,22,24,12,14,17,19,11,4,3,13,7,15,8
1638,43178,8,7,1,16,15,22,24,20,11,10,19,12,14,25,23
1639,43180,3,1,10,7,22,9,25,15,20,11,14,8,6,5,19
1640,43182,17,16,25,14,12,4,2,15,20,21,22,24,6,5,1
1641,43185,19,25,3,20,4,17,12,21,8,22,14,9,16,5,11
1642,43187,18,19,11,7,5,24,22,6,15,10,13,20,17,25,2
1643,43190,1,10,7,22,19,12,25,16,23,2,14,4,5,3,9
1644,43192,5,18,3,2,6,13,7,24,9,11,8,23,15,4,22
1645,43194,10,16,4,15,2,18,23,3,20,8,9,5,14,21,25
1646,43196,22,9,4,7,25,3,15,13,6,5,1,12,20,18,17
1647,43199,20,1,24,14,12,19,2,22,7,10,4,9,8,25,15
1648,43201,24,13,21,19,4,25,10,15,17,16,9,12,22,11,23
1649,43203,15,22,18,8,13,24,16,5,20,9,4,14,12,17,23
1650,43206,4,13,14,22,25,3,16,10,20,17,15,18,5,19,8
1651,43208,6,24,16,17,19,1,7,20,8,22,3,10,4,2,18
1652,43210,24,25,18,2,5,10,14,6,16,7,17,11,3,4,21
1653,43213,6,20,22,23,17,2,4,7,15,5,12,21,24,25,14
1654,43215,16,20,22,23,3,18,19,13,25,4,2,10,1,6,11
1655,43217,16,19,2,10,6,22,7,20,1,12,14,18,3,5,23
1656,43220,5,2,13,7,24,11,20,19,3,12,10,15,17,23,4
1657,43222,6,18,3,24,17,23,12,4,15,21,10,19,8,20,9
1658,43224,6,7,17,19,20,8,13,12,15,4,18,2,23,16,5
1659,43227,16,25,21,8,15,23,4,14,10,20,9,7,22,12,2
1660,43229,2,10,1,24,13,14,3,25,21,17,7,18,11,20,8
1661,43231,13,7,21,14,12,18,2,17,5,23,22,6,10,3,11
1662,43234,3,13,5,2,11,25,20,22,18,17,10,14,8,1,21
1663,43236,9,12,2,17,21,5,11,23,13,1,7,16,22,6,3
1664,43238,11,4,16,15,7,25,13,18,20,5,17,24,2,6,8
1665,43241,4,5,15,18,23,1,13,17,12,8,22,24,10,2,21
1666,43243,17,21,25,13,12,10,2,1,24,8,5,20,9,6,14
1667,43245,25,24,13,22,4,3,8,18,20,2,1,10,23,11,16
1668,43248,11,17,21,4,16,18,12,5,24,6,14,20,23,25,8
1669,43250,1,8,3,16,5,9,17,7,2,25,6,21,20,12,23
1670,43252,1,13,22,20,14,4,3,16,25,17,2,21,23,11,7
1671,43255,9,15,12,18,8,5,19,4,21,14,25,22,3,10,1
1672,43257,22,18,11,17,25,9,6,8,3,2,5,23,21,24,20
1673,43259,11,9,2,17,5,20,7,1,25,12,24,19,15,4,23
1674,43262,24,9,10,1,5,15,19,21,20,11,2,23,12,4,22
1675,43264,5,14,3,22,7,25,9,21,19,8,2,20,1,23,12
1676,43266,10,25,23,13,8,18,16,3,20,15,9,12,4,14,24
1677,43269,12,9,14,19,17,22,6,16,15,20,11,1,4,18,5
1678,43271,4,16,5,23,6,9,1,24,14,19,8,3,18,20,22
1679,43273,17,19,7,8,10,5,20,21,11,14,23,9,15,16,12
1680,43276,20,13,23,18,25,10,8,2,1,21,12,7,14,3,11
1681,43278,25,8,11,22,20,1,2,7,12,17,15,16,3,10,23
1682,43280,20,15,1,7,13,25,17,9,19,21,18,12,4,6,5
1683,43283,9,13,2,18,15,1,10,17,5,23,24,16,3,25,11
1684,43285,17,9,7,10,13,16,14,12,23,25,4,22,2,15,24
1685,43287,16,11,17,3,2,7,21,12,5,1,24,22,14,19,6
1686,43290,10,15,20,18,19,13,5,17,22,9,23,6,24,2,4
1687,43292,9,19,1,24,2,4,6,20,17,10,14,7,18,3,16
1688,43294,3,24,8,10,19,21,5,13,25,1,22,7,6,15,4
1689,43297,11,7,14,9,6,16,13,1,10,19,23,2,18,22,17
1690,43299,2,16,1,20,15,8,19,5,10,13,7,4,23,25,22
1691,43301,1,13,3,8,4,5,19,7,10,18,12,15,2,16,11
1692,43304,25,22,23,5,18,20,7,15,24,6,17,12,10,14,3
1693,43306,1,19,3,11,22,17,23,14,21,16,20,4,6,7,8
1694,43308,12,11,19,2,24,3,13,5,18,4,17,23,1,9,20
1695,43311,21,13,14,17,22,23,4,9,1,24,18,11,5,25,20
1696,43313,8,12,18,17,10,16,4,5,19,24,7,2,13,14,23
1697,43315,24,23,20,6,22,21,3,10,13,19,25,4,7,18,17
1698,43318,18,20,14,3,2,16,8,19,25,22,9,13,5,21,4
1699,43320,6,21,23,15,8,13,24,9,16,25,10,19,4,14,5
1700,43322,2,8,6,23,24,13,16,12,1,21,7,3,22,14,20
1701,43325,8,6,1,22,2,17,5,16,21,3,10,7,18,13,20
1702,43327,15,10,3,4,7,17,18,14,25,5,22,19,16,11,8
1703,43329,22,18,1,16,9,8,13,17,3,19,14,10,6,12,15
1704,43332,7,18,9,6,2,4,16,20,22,13,14,19,12,10,11
1705,43334,24,20,18,14,19,3,21,4,2,12,9,23,5,16,17
1706,43336,9,2,4,3,7,12,15,13,5,17,21,18,8,20,14
1707,43339,12,21,2,18,17,25,11,22,10,13,23,9,5,16,19
1708,43351,14,13,9,2,1,17,3,10,8,12,18,7,4,6,22
1709,43353,21,13,22,24,3,12,15,11,5,18,1,19,23,20,4
1710,43355,7,2,20,21,5,22,12,4,24,10,17,25,9,6,11
1711,43357,11,14,18,8,23,19,5,3,4,21,13,20,2,1,10
1712,43360,7,5,13,17,10,24,23,15,3,6,1,16,25,14,18
1713,43362,4,20,15,24,13,12,10,9,23,17,19,8,16,21,1
1714,43364,18,6,10,8,5,19,23,15,21,14,24,7,3,1,22
1715,43367,19,25,1,22,24,8,4,21,2,11,18,17,16,13,6
1716,43369,25,11,12,24,23,4,17,16,5,10,7,1,22,3,13
1717,43371,8,21,15,14,9,3,22,10,24,23,4,5,1,11,7
1718,43374,17,8,3,5,24,6,21,12,20,22,2,11,10,18,7
1719,43376,4,21,2,24,6,25,15,20,17,18,23,13,11,3,10
1720,43378,9,13,20,11,25,17,23,4,22,18,3,24,15,10,2
1721,43381,25,6,16,11,1,5,4,15,21,8,24,3,13,19,14
1722,43383,11,12,5,17,4,21,23,25,14,2,8,22,19,7,15
1723,43386,10,1,6,11,22,7,2,4,17,14,13,19,21,18,12
1724,43388,15,22,20,9,11,10,7,16,13,23,21,6,5,18,12
1725,43390,1,12,25,13,19,14,24,5,8,21,18,6,23,15,22
1726,43392,20,19,12,3,11,10,1,15,8,5,14,25,6,22,17
1727,43395,7,1,13,5,10,6,20,22,2,16,24,15,9,14,21
1728,43397,2,7,14,17,21,15,3,10,6,11,5,9,12,22,8
1729,43399,21,12,9,25,10,14,6,18,16,2,1,4,11,24,8
1730,43402,24,15,23,7,1,13,12,22,25,18,8,10,14,19,16
1731,43404,3,8,22,19,17,13,7,24,14,5,25,1,9,10,20
1732,43407,3,14,20,17,12,22,9,21,24,18,19,10,5,13,1
1733,43409,25,9,21,16,15,23,2,12,14,5,19,13,8,1,4
1734,43411,2,15,22,16,21,6,3,25,1,7,8,24,17,10,11
1735,43413,13,6,14,19,21,10,24,1,3,15,25,12,20,23,2
1736,43416,25,6,12,13,9,3,16,15,11,7,23,18,19,24,22
1737,43418,10,4,12,16,25,11,22,18,6,19,5,24,15,2,20
1738,43420,18,13,3,10,24,19,14,9,6,22,1,20,23,21,17
1739,43423,3,5,24,14,4,19,16,8,7,2,20,6,12,22,11
1740,43425,4,8,22,6,11,5,9,18,16,24,10,1,19,2,3
1741,43427,15,18,25,16,5,8,19,1,20,21,12,23,17,11,22
1742,43430,25,16,9,10,18,14,4,21,15,1,12,20,17,8,6
1743,43432,5,6,21,15,13,25,17,22,7,18,24,11,19,10,8
1744,43434,13,19,10,21,18,24,1,17,20,11,23,6,12,15,5
1745,43437,6,11,10,25,18,4,9,20,24,16,21,3,8,2,7
1746,43439,3,6,19,15,22,25,12,4,11,7,16,10,8,23,9
1747,43441,20,21,10,16,13,15,8,17,7,1,4,25,5,6,19
1748,43444,5,10,1,3,9,19,17,11,18,7,22,25,12,21,6
1749,43446,19,4,9,24,12,25,6,21,15,13,20,22,23,16,2
1750,43448,20,17,18,13,4,24,7,12,1,16,10,19,23,22,6
1751,43451,7,18,3,24,1,4,6,10,22,19,15,13,9,12,25
1752,43453,15,7,4,13,16,6,22,9,20,18,3,1,12,17,8
1753,43455,12,3,8,17,24,5,15,2,6,9,22,25,13,1,21
1754,43458,5,17,1,3,20,2,14,13,25,12,24,4,21,10,15
1755,43460,9,3,25,21,2,22,18,8,20,23,11,1,19,16,13
1756,43462,17,13,16,12,6,2,5,24,23,19,8,7,21,1,22
1757,43465,15,18,3,10,25,13,14,4,7,17,20,23,21,22,1
1758,43467,23,22,9,4,17,20,12,19,2,10,14,1,7,8,13
1759,43469,18,22,8,16,14,5,10,23,6,3,4,15,1,2,19
1760,43472,16,23,15,25,14,24,7,1,5,20,6,4,12,3,18
1761,43474,11,21,2,19,13,25,3,17,9,5,10,6,20,1,18
1762,43476,20,22,5,12,17,6,25,7,21,1,23,16,8,2,15
1763,43479,16,24,10,1,8,5,9,11,14,4,15,2,13,3,21
1764,43481,15,6,2,25,19,14,23,17,4,20,16,7,1,12,10
1765,43483,22,5,14,4,17,25,8,13,18,2,21,1,9,3,11
1766,43486,7,10,23,15,16,1,20,12,21,14,8,3,11,13,9
1767,43488,9,15,2,20,5,19,24,16,6,4,7,25,11,10,23
1768,43490,10,25,4,12,18,19,14,17,20,6,23,1,2,24,22
1769,43493,10,3,7,12,23,8,14,20,5,25,16,13,1,17,18
1770,43495,21,2,11,18,20,5,7,19,23,14,12,4,15,22,25
1771,43497,24,11,21,17,13,25,18,19,6,7,15,16,23,10,2
1772,43500,5,19,10,13,9,7,4,24,20,1,14,16,3,21,25
1773,43502,8,16,19,18,13,2,10,25,9,5,17,24,15,21,1
1774,43504,12,7,10,19,25,15,13,23,24,3,20,22,14,9,17
1775,43507,19,17,15,6,11,9,7,16,18,3,8,14,20,23,12
1776,43509,11,25,19,17,12,24,7,23,18,6,13,3,22,4,2
1777,43511,24,21,6,14,8,16,10,25,12,15,18,2,4,20,19
1778,43514,16,19,1,3,8,11,18,21,13,9,24,5,23,10,6
1779,43516,22,19,25,3,2,21,20,23,24,18,9,4,6,8,15
1780,43518,16,22,5,25,11,14,9,4,13,17,15,3,10,8,6
1781,43521,10,15,19,7,9,8,20,22,16,4,18,1,11,5,21
1782,43523,19,1,25,7,20,22,13,8,3,17,2,15,14,12,18
1783,43525,18,25,12,8,20,24,22,4,11,14,3,23,15,10,21
1784,43530,10,1,4,25,19,7,22,11,9,23,17,14,13,18,3
1785,43532,7,6,23,14,1,19,8,5,11,25,9,16,4,17,21
1786,43535,7,20,6,5,21,1,17,12,16,24,3,23,22,4,18
1787,43537,1,12,4,18,7,20,11,10,2,25,14,21,6,19,23
1788,43539,1,6,2,19,18,11,15,13,9,17,14,23,20,7,10
1789,43542,25,21,9,17,8,13,3,24,15,1,22,19,11,14,5
1790,43544,21,6,3,2,24,11,12,25,23,8,18,15,13,1,17
1791,43546,7,2,13,18,15,1,22,20,24,5,10,19,4,8,17
1792,43549,9,15,13,6,7,24,10,25,14,22,3,2,16,17,21
1793,43551,20,10,3,13,18,5,19,1,11,16,24,6,2,23,21
1794,43553,13,16,10,18,21,19,5,11,3,4,24,8,25,22,7
1795,43556,10,8,4,19,17,16,22,13,25,18,2,24,7,9,23
1796,43558,15,19,20,18,5,25,1,12,16,3,23,21,10,24,9
1797,43560,19,6,5,7,24,11,18,9,14,3,15,25,17,10,16
1798,43563,20,9,3,2,13,12,16,14,23,21,15,4,19,7,5
1799,43565,23,5,4,11,2,18,25,22,15,20,10,12,3,24,8
1800,43567,8,7,14,20,21,2,5,16,10,1,15,6,13,12,22
1801,43570,5,1,23,7,24,10,17,18,12,22,13,20,19,4,15
1802,43572,11,12,2,21,5,16,25,15,20,8,24,23,19,14,1
1803,43575,23,9,3,5,7,21,18,6,20,17,19,11,4,24,15
1804,43577,17,13,10,20,22,5,9,19,15,1,24,25,14,8,11
1805,43579,16,18,24,1,15,22,10,23,2,20,4,5,14,9,6
1806,43581,21,2,14,15,16,19,20,25,4,5,7,11,9,1,23
1807,43584,24,7,13,5,1,25,3,8,17,18,20,9,19,14,2
1808,43587,16,24,5,7,11,18,13,22,12,8,3,20,15,19,25
1809,43588,6,1,20,24,14,18,13,16,4,25,9,2,5,17,23
1810,43591,4,1,16,14,12,9,3,7,21,22,6,13,24,25,19
1811,43593,14,18,2,4,21,24,5,20,12,7,6,10,8,3,13
1812,43595,24,21,18,12,13,2,9,25,7,23,20,11,4,19,6
1813,43598,14,16,5,17,1,2,13,23,11,25,4,15,8,20,7
1814,43600,14,7,12,18,5,25,19,2,15,16,23,24,1,21,3
1815,43602,15,20,24,6,7,25,13,19,12,3,18,14,10,11,21
1816,43605,9,11,21,14,15,2,1,20,16,13,7,18,6,8,4
1817,43607,21,24,4,7,22,23,16,18,14,17,9,11,15,1,10
1818,43609,1,16,10,21,14,4,24,8,6,11,15,5,9,23,19
1819,43612,15,14,10,1,9,11,16,17,6,19,23,12,18,13,20
1820,43614,18,17,1,13,22,4,19,10,20,14,7,25,16,5,21
1821,43616,25,10,21,5,17,7,3,4,16,13,9,20,14,19,2
1822,43619,25,19,9,24,21,16,14,17,20,13,1,6,4,12,18
1823,43621,10,19,22,13,6,15,3,7,17,8,16,9,18,5,12
1824,43623,18,20,23,9,16,25,2,11,21,13,14,8,5,17,6
1825,43626,9,10,15,23,22,1,16,21,7,8,11,20,14,3,17
1826,43628,12,2,25,9,22,1,21,8,7,14,19,11,13,5,10
1827,43630,14,13,24,12,19,22,10,17,6,3,4,21,7,18,1
1828,43633,19,13,7,5,6,1,15,21,11,23,12,24,8,9,2
1829,43635,5,13,7,19,21,16,15,3,10,24,22,4,11,2,23
1830,43637,12,1,11,14,3,24,10,19,5,20,23,8,18,17,22
1831,43640,21,20,23,8,10,18,19,2,12,14,4,9,22,16,5
1832,43642,19,10,21,7,8,20,22,2,11,23,25,9,18,24,16
1833,43644,24,23,11,20,12,9,25,15,21,14,16,1,19,7,18
1834,43647,21,23,13,18,20,6,15,5,12,17,19,22,14,2,8
1835,43649,1,4,16,23,20,11,18,21,15,24,7,14,6,13,22
1836,43651,6,15,4,1,3,17,7,9,14,24,18,25,8,12,19
1837,43654,11,12,13,8,16,24,25,5,15,9,21,1,4,6,14
1838,43656,3,9,23,12,16,5,25,21,10,1,8,22,20,15,18
1839,43658,19,1,15,24,25,3,17,23,8,14,4,6,9,18,7
1840,43661,16,6,14,11,7,15,10,19,21,24,12,2,3,13,17
1841,43663,8,3,1,7,6,21,25,2,13,18,17,12,11,4,22
1842,43665,9,19,14,20,3,13,4,12,6,21,5,16,23,17,11
1843,43668,15,6,17,21,8,14,12,24,19,22,16,20,11,4,7
1844,43670,12,17,14,25,5,11,16,15,21,6,8,3,1,23,7
1845,43672,20,11,23,8,6,4,19,17,18,14,15,3,10,21,5
1846,43675,20,3,25,19,18,2,10,9,1,12,15,14,24,11,22
1847,43677,15,19,7,14,23,2,17,3,8,24,1,18,20,5,9
1848,43679,11,15,24,9,3,13,17,21,8,22,7,16,20,18,2
1849,43682,25,21,19,22,17,1,9,13,18,12,11,5,23,14,24
1850,43684,20,15,7,11,21,23,4,5,10,12,16,18,24,14,25
1851,43686,10,19,1,20,16,5,25,13,23,22,6,11,7,8,9
1852,43689,1,19,20,17,12,9,25,24,3,23,10,21,6,13,18
1853,43691,3,15,20,22,1,13,24,5,14,10,17,11,9,16,23
1854,43693,16,4,15,20,8,24,17,5,14,13,22,18,11,6,3
1855,43696,17,15,11,12,1,13,16,20,7,14,24,23,25,5,4
1856,43698,18,10,11,1,3,4,13,16,20,8,23,7,21,17,12
1857,43700,17,22,15,24,25,7,14,2,9,6,4,20,16,23,8
1858,43703,25,3,2,15,17,13,9,21,8,20,7,4,18,22,11
1859,43705,20,6,12,7,21,25,3,13,17,8,24,19,9,16,22
1860,43707,3,24,15,22,1,10,11,2,17,18,21,5,4,19,23
1861,43714,22,6,24,25,18,14,16,7,9,3,8,5,13,2,23
1862,43717,16,21,20,7,3,13,5,18,11,2,23,4,19,24,10
1863,43719,5,8,21,6,14,25,16,9,18,4,2,3,24,22,10
1864,43721,24,10,6,25,14,21,12,3,20,2,9,7,18,8,16
1865,43724,7,2,19,21,3,12,5,14,10,20,25,17,11,6,24
1866,43726,12,21,4,25,23,16,13,14,3,20,2,11,1,5,10
1867,43728,5,13,6,17,1,4,15,7,8,12,16,9,18,2,25
1868,43731,2,11,10,16,8,1,5,21,4,19,24,17,13,14,6
1869,43733,15,24,23,4,17,25,13,21,22,2,1,14,11,10,18
1870,43735,16,25,24,3,1,2,20,4,22,7,10,21,18,6,15
1871,43738,1,24,4,5,13,11,6,8,2,22,7,23,18,14,20
1872,43740,13,1,14,9,20,22,25,8,6,19,17,2,15,21,23
1873,43742,11,17,14,4,23,9,12,5,8,15,19,10,21,1,7
1874,43745,19,1,25,13,14,5,24,6,17,20,8,21,22,9,10
1875,43747,7,13,1,18,22,16,24,23,4,3,14,5,8,21,19
1876,43749,20,8,3,23,18,11,19,2,1,7,16,24,13,22,4
1877,43752,11,25,18,4,8,24,15,9,2,23,12,21,14,19,13
1878,43754,8,1,24,15,3,19,4,10,23,12,17,5,2,6,25
1879,43756,8,16,25,19,20,6,13,11,21,2,4,10,15,5,24
1880,43759,5,23,15,22,18,1,20,11,13,19,7,9,4,24,6
1881,43761,14,3,17,10,1,21,24,4,19,15,16,5,23,18,25
1882,43763,23,13,11,12,24,5,1,9,16,3,14,4,22,15,8
1883,43766,3,11,1,4,15,18,17,21,22,13,8,5,2,23,16
1884,43768,6,25,3,23,11,16,7,2,5,9,14,17,12,8,1
1885,43770,10,9,23,11,25,1,8,21,17,3,22,12,5,14,18
1886,43773,25,16,3,6,20,15,11,9,22,19,1,21,2,14,12
1887,43775,7,17,14,6,4,10,22,9,12,3,16,18,8,11,1
1888,43778,25,17,24,2,8,4,6,7,20,12,22,11,18,23,14
1889,43780,25,2,14,22,4,19,20,23,15,7,6,24,13,1,11
1890,43782,5,1,2,7,10,13,17,21,23,4,9,8,15,16,11
1891,43785,20,16,4,24,6,19,15,25,11,23,7,3,21,14,22
1892,43787,23,7,1,6,10,5,9,21,20,24,19,8,25,3,11
1893,43790,14,15,10,25,7,22,21,19,2,3,5,9,16,4,20
1894,43791,2,18,5,16,12,8,17,21,11,22,19,4,25,15,9
1895,43794,23,2,10,9,24,25,8,19,1,14,3,22,13,6,4
1896,43796,1,8,22,24,17,15,2,18,9,20,21,3,6,16,12
